qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	ID	Entry Name	Protein Name	Organism	Gene Name	Keywords	Comments
AUGUSTUS_g1.t1	tr|A0A3B6LMT1|A0A3B6LMT1_WHEAT	36.538	52	31	2	75	126	124	173	0.041	38.5	A0A3B6LMT1	A0A3B6LMT1_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_072282 {ECO:0000313|EMBL:KAF7066268.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6I4K0|A0A3B6I4K0_WHEAT	34.667	75	42	3	55	125	77	148	0.042	37.4	A0A3B6I4K0	A0A3B6I4K0_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_055501 {ECO:0000313|EMBL:KAF7046475.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6SA28|A0A3B6SA28_WHEAT	40.000	45	25	2	80	124	152	194	0.043	38.9	A0A3B6SA28	A0A3B6SA28_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_101790 {ECO:0000313|EMBL:KAF7100257.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6MKV4|A0A3B6MKV4_WHEAT	37.778	45	25	2	80	124	97	138	0.043	37.4	A0A3B6MKV4	A0A3B6MKV4_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_075954 {ECO:0000313|EMBL:KAF7070430.1}']}]	['Metal-binding', 'Reference proteome', 'Transferase', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};']
AUGUSTUS_g1.t1	tr|A0A077RTW9|A0A077RTW9_WHEAT	39.130	46	24	3	80	124	97	139	0.043	38.5	A0A077RTW9	A0A077RTW9_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_039072 {ECO:0000313|EMBL:KAF7027002.1}', 'TRAES_3BF050800310CFD_c1 {ECO:0000313|EMBL:CDM80453.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6TMJ8|A0A3B6TMJ8_WHEAT	36.957	46	27	2	80	125	119	162	0.044	38.5	A0A3B6TMJ8	A0A3B6TMJ8_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_107971 {ECO:0000313|EMBL:KAF7107330.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6SC05|A0A3B6SC05_WHEAT	34.615	52	32	2	80	131	82	131	0.044	37.7	A0A3B6SC05	A0A3B6SC05_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_102158 {ECO:0000313|EMBL:KAF7100675.1}', 'CFC21_102159 {ECO:0000313|EMBL:KAF7100676.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A3B6KK89|A0A3B6KK89_WHEAT	32.468	77	49	3	49	124	131	205	0.044	38.1	A0A3B6KK89	A0A3B6KK89_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_067126 {ECO:0000313|EMBL:KAF7060330.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6NXV6|A0A3B6NXV6_WHEAT	33.750	80	47	3	50	125	135	212	0.045	38.5	A0A3B6NXV6	A0A3B6NXV6_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_085395 {ECO:0000313|EMBL:KAF7081456.1}']}]	['Membrane', 'Metal-binding {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6TBI6|A0A3B6TBI6_WHEAT	34.667	75	42	3	55	125	68	139	0.045	37.4	A0A3B6TBI6	A0A3B6TBI6_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_106566 {ECO:0000313|EMBL:KAF7105791.1}']}]	['Metal-binding', 'Reference proteome', 'Signal', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B5Z0G0|A0A3B5Z0G0_WHEAT	42.553	47	23	3	79	124	122	165	0.046	37.7	A0A3B5Z0G0	A0A3B5Z0G0_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_007841 {ECO:0000313|EMBL:KAF6990671.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6JIH0|A0A3B6JIH0_WHEAT	34.375	64	34	3	80	142	165	221	0.046	38.9	A0A3B6JIH0	A0A3B6JIH0_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_062035 {ECO:0000313|EMBL:KAF7054341.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6FE64|A0A3B6FE64_WHEAT	37.778	45	26	2	80	124	66	108	0.046	37.0	A0A3B6FE64	A0A3B6FE64_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_039069 {ECO:0000313|EMBL:KAF7026998.1}']}]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6NS60|A0A3B6NS60_WHEAT	27.174	92	57	2	43	125	43	133	0.047	37.4	A0A3B6NS60	A0A3B6NS60_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_084006 {ECO:0000313|EMBL:KAF7079832.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6GQ39|A0A3B6GQ39_WHEAT	31.579	76	47	4	54	128	75	146	0.048	37.0	A0A3B6GQ39	A0A3B6GQ39_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_046600 {ECO:0000313|EMBL:KAF7035806.1}']}]	['Metal-binding', 'Reference proteome', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B5ZXE1|A0A3B5ZXE1_WHEAT	42.553	47	23	3	79	124	122	165	0.049	37.7	A0A3B5ZXE1	A0A3B5ZXE1_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_012746 {ECO:0000313|EMBL:KAF6996402.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6MMA5|A0A3B6MMA5_WHEAT	36.957	46	28	1	79	124	86	130	0.050	37.4	A0A3B6MMA5	A0A3B6MMA5_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6FRK9|A0A3B6FRK9_WHEAT	42.553	47	23	3	79	124	129	172	0.050	37.7	A0A3B6FRK9	A0A3B6FRK9_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_042709 {ECO:0000313|EMBL:KAF7031372.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6TTR5|A0A3B6TTR5_WHEAT	34.328	67	39	3	60	126	113	174	0.052	37.7	A0A3B6TTR5	A0A3B6TTR5_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_109788 {ECO:0000313|EMBL:KAF7109546.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6KG85|A0A3B6KG85_WHEAT	32.692	52	34	1	74	125	79	129	0.052	37.0	A0A3B6KG85	A0A3B6KG85_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_075534 {ECO:0000313|EMBL:KAF7069964.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6RCH5|A0A3B6RCH5_WHEAT	32.203	59	38	2	80	138	117	173	0.054	37.7	A0A3B6RCH5	A0A3B6RCH5_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_097126 {ECO:0000313|EMBL:KAF7094850.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6TPA2|A0A3B6TPA2_WHEAT	34.615	52	32	2	80	131	82	131	0.054	37.4	A0A3B6TPA2	A0A3B6TPA2_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	['PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.', 'SIMILARITY: Belongs to the RING-type zinc finger family. ATL subfamily. {ECO:0000256|ARBA:ARBA00024209}.']
AUGUSTUS_g1.t1	tr|A0A3B6QN42|A0A3B6QN42_WHEAT	29.167	96	61	4	33	125	102	193	0.054	37.7	A0A3B6QN42	A0A3B6QN42_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_094279 {ECO:0000313|EMBL:KAF7091723.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6EKC0|A0A3B6EKC0_WHEAT	42.553	47	23	3	79	124	131	174	0.055	37.7	A0A3B6EKC0	A0A3B6EKC0_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_036750 {ECO:0000313|EMBL:KAF7024390.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6NR83|A0A3B6NR83_WHEAT	37.736	53	25	4	100	152	35	79	0.055	37.4	A0A3B6NR83	A0A3B6NR83_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[]	['Endoplasmic reticulum', 'Membrane', 'Metal-binding', 'Reference proteome', 'Transferase', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004477}.', 'SIMILARITY: Belongs to the HRD1 family. {ECO:0000256|ARBA:ARBA00010089}.']
AUGUSTUS_g1.t1	tr|A0A3B6EKD1|A0A3B6EKD1_WHEAT	32.787	61	39	2	75	135	114	172	0.055	37.7	A0A3B6EKD1	A0A3B6EKD1_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_036069 {ECO:0000313|EMBL:KAF7023582.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Zinc', 'Zinc-finger']	[]
AUGUSTUS_g1.t1	tr|A0A3B6PJH1|A0A3B6PJH1_WHEAT	36.538	52	31	2	75	126	113	162	0.056	37.4	A0A3B6PJH1	A0A3B6PJH1_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_087093 {ECO:0000313|EMBL:KAF7083284.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6RI91|A0A3B6RI91_WHEAT	41.667	48	24	3	80	126	98	142	0.056	37.0	A0A3B6RI91	A0A3B6RI91_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_098537 {ECO:0000313|EMBL:KAF7096628.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
AUGUSTUS_g1.t1	tr|A0A3B6QM88|A0A3B6QM88_WHEAT	29.167	96	61	4	33	125	101	192	0.056	37.7	A0A3B6QM88	A0A3B6QM88_WHEAT	RecName: Full=RING-type domain-containing protein {ECO:0000259|PROSITE:PS50089};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_094279 {ECO:0000313|EMBL:KAF7091724.1}']}]	['Metal-binding', 'Reference proteome', 'Zinc', 'Zinc-finger {ECO:0000256|ARBA:ARBA00022771, ECO:0000256|PROSITE-', 'ProRule:PRU00175}']	[]
AUGUSTUS_g1.t1	tr|A0A3B6HS28|A0A3B6HS28_WHEAT	38.462	52	28	3	75	125	108	156	0.057	37.0	A0A3B6HS28	A0A3B6HS28_WHEAT	RecName: Full=RING-type E3 ubiquitin transferase {ECO:0000256|ARBA:ARBA00012483}; EC=2.3.2.27 {ECO:0000256|ARBA:ARBA00012483};	Triticum aestivum (Wheat).	[{'ORFNames': ['CFC21_052168 {ECO:0000313|EMBL:KAF7042613.1}']}]	['Membrane', 'Metal-binding', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Zinc', 'Zinc-finger']	['CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27; Evidence={ECO:0000256|ARBA:ARBA00000900};', 'PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|ARBA:ARBA00004906}.', 'SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single- pass membrane protein {ECO:0000256|ARBA:ARBA00004167}.']
